eventTime,eventName,eventSource,sourceIPAddress,userAgent,userIdentity.arn,userIdentity.userName,userIdentity.mfaAuthenticated,accountId,recipientAccountId,login_freq_1h,login_freq_24h,failed_auth_rate,geo_anomaly_score,api_burst_rate,data_exfil_volume_mb,unusual_ip_count,privilege_escalation_chain,lateral_movement_score,user_account_age_days,role_session_duration_min,label
2026-08-09T19:17:51.314731,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,3,12,0.166,0.497,45.052,0.0,6,1,0.603,180,60,4
2026-08-09T19:17:51.310134,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,4,12,0.105,1.51,0.0,2191.215,6,0,0.299,180,60,3
2026-08-09T19:17:51.313765,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,8,12,0.0,1.727,0.0,48.155,6,1,0.851,180,60,4
2026-08-09T19:17:51.307698,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,2,12,0.187,0.579,0.0,0.0,1,0,0.334,180,60,1
2026-08-09T19:17:51.315092,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,5,12,0.088,1.752,21.763,0.0,3,1,0.517,180,60,4
2026-08-09T19:17:51.314522,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,987654321098,8,12,0.354,1.039,0.0,68.688,3,1,0.987,180,60,4
2026-08-09T19:17:51.306418,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,6,12,0.202,0.924,0.0,0.0,0,0,0.097,180,60,1
2026-08-09T19:17:51.310015,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,9,12,0.133,0.787,15.165,0.0,4,1,0.389,180,60,2
2026-08-09T19:17:51.312090,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,3,12,0.0,0.895,148.022,337.27,4,0,0.554,180,60,3
2026-08-09T19:17:51.293958,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.0,0.301,8.39,0.0,1,0,0.0,180,60,0
2026-08-09T19:17:51.309904,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.327,1.223,17.022,0.0,0,1,0.657,180,60,2
2026-08-09T19:17:51.315168,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,1,12,0.254,2.301,48.047,46.135,2,1,0.797,180,60,4
2026-08-09T19:17:51.308390,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,3,12,0.0,0.582,23.107,0.0,0,1,0.0,180,60,2
2026-08-09T19:17:51.307779,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.052,1.395,11.015,0.0,2,0,0.163,180,60,1
2026-08-09T19:17:51.314814,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,3,12,0.225,0.83,43.618,47.17,6,1,1.0,180,60,4
2026-08-09T19:17:51.315014,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,7,12,0.262,1.915,76.923,0.319,5,1,0.675,180,60,4
2026-08-09T19:17:51.304470,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.0,0.602,20.967,28.679,0,0,0.058,180,60,0
2026-08-09T19:17:51.312132,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,5,12,0.29,0.148,26.963,333.693,2,0,1.0,180,60,3
2026-08-09T19:17:51.307348,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,7,12,0.073,1.186,25.643,0.0,2,0,0.2,180,60,1
2026-08-09T19:17:51.304550,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.076,0.194,0.0,9.654,3,0,0.0,180,60,0
2026-08-09T19:17:51.310304,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,10,12,0.183,2.032,32.169,944.939,3,0,0.972,180,60,3
2026-08-09T19:17:51.311421,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,11,12,0.066,4.115,46.18,0.0,3,0,0.556,180,60,3
2026-08-09T19:17:51.306604,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,10,12,0.177,1.122,13.446,2.075,0,0,0.0,180,60,1
2026-08-09T19:17:51.304314,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.0,0.0,10.616,65.977,0,0,0.003,180,60,0
2026-08-09T19:17:51.306641,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,6,12,0.483,1.583,0.0,78.078,3,0,0.778,180,60,1
2026-08-09T19:17:51.309337,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,4,12,0.0,1.955,23.886,0.0,5,1,0.495,180,60,2
2026-08-09T19:17:51.305147,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,1,12,0.012,0.123,0.0,8.66,0,0,0.073,180,60,0
2026-08-09T19:17:51.307257,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,11,12,0.46,0.0,20.998,0.0,0,0,0.32,180,60,1
2026-08-09T19:17:51.311784,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,0,12,0.0,0.0,166.927,717.278,3,0,0.502,180,60,3
2026-08-09T19:17:51.314480,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,0,12,0.148,1.157,36.469,44.19,4,1,0.727,180,60,4
2026-08-09T19:17:51.308714,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,3,12,0.0,2.308,32.931,0.0,0,1,0.179,180,60,2
2026-08-09T19:17:51.311549,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,2,12,0.095,0.931,104.075,0.0,6,0,0.867,180,60,3
2026-08-09T19:17:51.308677,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,2,12,0.178,0.735,0.0,136.38,4,1,1.0,180,60,2
2026-08-09T19:17:51.308973,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,15,12,0.206,3.968,36.344,139.171,0,1,0.225,180,60,2
2026-08-09T19:17:51.310214,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.017,0.182,157.699,1744.184,4,0,0.399,180,60,3
2026-08-09T19:17:51.305392,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,8,12,0.172,1.762,0.0,0.0,0,0,0.345,180,60,1
2026-08-09T19:17:51.314934,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,10,12,0.0,1.041,0.0,59.165,3,1,1.0,180,60,4
2026-08-09T19:17:51.304775,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.095,0.0,0.0,39.138,1,0,0.0,180,60,0
2026-08-09T19:17:51.305829,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.0,0.661,7.772,0.0,1,0,0.375,180,60,1
2026-08-09T19:17:51.313413,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,7,12,0.21,0.322,62.562,0.0,1,0,1.0,180,60,3
2026-08-09T19:17:51.305906,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,8,12,0.151,1.966,20.211,0.0,3,0,0.359,180,60,1
2026-08-09T19:17:51.310679,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,11,12,0.0,1.577,215.959,282.585,3,0,0.843,180,60,3
2026-08-09T19:17:51.314346,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,987654321098,7,12,0.002,3.108,0.0,83.36,4,1,0.795,180,60,4
2026-08-09T19:17:51.306093,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.286,3.681,11.165,0.0,1,0,0.333,180,60,1
2026-08-09T19:17:51.315587,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,987654321098,4,12,0.044,3.746,12.045,125.647,4,1,0.896,180,60,4
2026-08-09T19:17:51.311736,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,10,12,0.127,0.05,118.002,1326.981,4,0,0.795,180,60,3
2026-08-09T19:17:51.303186,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,1,12,0.0,0.422,2.294,10.091,2,0,0.0,180,60,0
2026-08-09T19:17:51.305033,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,1,12,0.0,0.064,5.753,1.638,0,0,0.036,180,60,0
2026-08-09T19:17:51.306931,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.043,1.171,1.335,32.434,1,0,0.0,180,60,1
2026-08-09T19:17:51.305488,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,10,12,0.225,2.082,32.409,78.103,0,0,0.278,180,60,1
2026-08-09T19:17:51.310549,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,1,12,0.0,1.749,80.776,706.424,3,0,0.719,180,60,3
2026-08-09T19:17:51.311146,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.015,3.187,21.076,0.0,5,0,0.723,180,60,3
2026-08-09T19:17:51.304224,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,5,12,0.0,1.207,10.446,2.662,2,0,0.0,180,60,0
2026-08-09T19:17:51.310970,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,1,12,0.0,1.899,99.061,2792.438,4,0,0.634,180,60,3
2026-08-09T19:17:51.313970,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,987654321098,7,12,0.352,2.74,0.0,16.213,1,1,0.585,180,60,4
2026-08-09T19:17:51.303926,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.017,0.2,0.0,0.0,0,0,0.126,180,60,0
2026-08-09T19:17:51.303388,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.0,0.117,0.0,11.562,1,0,0.387,180,60,0
2026-08-09T19:17:51.307570,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,8,12,0.201,0.89,24.673,157.164,3,0,0.524,180,60,1
2026-08-09T19:17:51.306678,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,4,12,0.208,0.081,24.664,7.061,2,0,0.552,180,60,1
2026-08-09T19:17:51.314296,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,987654321098,4,12,0.303,3.901,54.553,135.882,6,1,1.0,180,60,4
2026-08-09T19:17:51.306823,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,11,12,0.116,0.908,12.804,11.791,2,0,0.059,180,60,1
2026-08-09T19:17:51.308501,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,3,12,0.0,0.039,16.383,53.21,4,1,0.128,180,60,2
2026-08-09T19:17:51.312313,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.013,1.594,71.982,989.371,5,0,0.54,180,60,3
2026-08-09T19:17:51.306168,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,9,12,0.08,2.795,0.0,55.029,0,0,0.127,180,60,1
2026-08-09T19:17:51.306860,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,13,12,0.458,3.671,2.096,58.505,0,0,0.12,180,60,1
2026-08-09T19:17:51.310469,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,6,12,0.0,1.963,28.697,886.381,5,0,0.508,180,60,3
2026-08-09T19:17:51.303037,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.088,0.366,6.51,0.0,2,0,0.061,180,60,0
2026-08-09T19:17:51.308788,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,0,12,0.309,3.649,10.188,0.0,3,1,1.0,180,60,2
2026-08-09T19:17:51.306532,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,987654321098,8,12,0.378,0.0,8.644,10.923,3,0,0.227,180,60,1
2026-08-09T19:17:51.312256,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,2,12,0.09,1.507,106.966,143.097,1,0,0.254,180,60,3
2026-08-09T19:17:51.308428,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.23,2.449,58.129,0.0,2,1,0.096,180,60,2
2026-08-09T19:17:51.314245,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,0,12,0.129,3.095,56.507,75.046,7,1,1.0,180,60,4
2026-08-09T19:17:51.312048,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,7,12,0.308,2.101,131.575,0.0,6,0,1.0,180,60,3
2026-08-09T19:17:51.307496,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,7,12,0.078,2.741,12.409,0.0,0,0,0.078,180,60,1
2026-08-09T19:17:51.307221,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,10,12,0.313,0.995,24.053,0.0,1,0,0.027,180,60,1
2026-08-09T19:17:51.308161,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,5,12,0.302,2.639,47.165,53.474,0,1,0.618,180,60,2
2026-08-09T19:17:51.303233,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,3,12,0.083,0.688,0.0,0.0,0,0,0.035,180,60,0
2026-08-09T19:17:51.314089,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,0,12,0.0,5.0,19.513,0.0,4,1,0.952,180,60,4
2026-08-09T19:17:51.315665,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,6,12,0.073,0.0,73.097,226.881,3,1,1.0,180,60,4
2026-08-09T19:17:51.308902,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,15,12,0.243,1.365,5.672,42.587,4,1,0.27,180,60,2
2026-08-09T19:17:51.310349,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,6,12,0.152,2.949,90.663,1736.952,4,0,0.896,180,60,3
2026-08-09T19:17:51.308938,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,3,12,0.209,1.003,3.939,0.0,2,1,0.172,180,60,2
2026-08-09T19:17:51.308195,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.24,1.068,44.173,66.859,2,1,0.815,180,60,2
2026-08-09T19:17:51.310768,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,0,12,0.129,3.419,0.0,818.823,3,0,0.454,180,60,3
2026-08-09T19:17:51.303637,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,1,12,0.001,0.0,3.387,0.0,0,0,0.051,180,60,0
2026-08-09T19:17:51.304433,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.031,0.0,1.967,16.691,0,0,0.019,180,60,0
2026-08-09T19:17:51.310851,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,1,12,0.0,0.663,182.837,1893.196,3,0,0.342,180,60,3
2026-08-09T19:17:51.311920,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,1,12,0.22,0.682,93.756,464.59,3,0,0.632,180,60,3
2026-08-09T19:17:51.313597,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,3,12,0.141,2.659,16.287,0.0,3,1,0.9,180,60,4
2026-08-09T19:17:51.305943,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,11,12,0.0,0.659,8.038,0.0,2,0,0.115,180,60,1
2026-08-09T19:17:51.306339,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.194,0.0,8.625,4.619,3,0,0.02,180,60,1
2026-08-09T19:17:51.303809,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,3,12,0.047,0.0,13.596,43.658,2,0,0.029,180,60,0
2026-08-09T19:17:51.303552,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.0,0.959,1.657,2.952,3,0,0.0,180,60,0
2026-08-09T19:17:51.308353,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,6,12,0.095,2.596,4.27,126.934,4,1,0.0,180,60,2
2026-08-09T19:17:51.309585,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,11,12,0.0,1.369,6.98,15.332,4,1,0.654,180,60,2
2026-08-09T19:17:51.306714,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,7,12,0.202,0.878,0.0,64.001,4,0,0.375,180,60,1
2026-08-09T19:17:51.303685,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.01,0.0,8.699,61.291,0,0,0.0,180,60,0
2026-08-09T19:17:51.309077,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,10,12,0.106,5.0,0.0,101.574,0,1,0.414,180,60,2
2026-08-09T19:17:51.315627,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.286,1.637,52.424,0.0,3,1,0.665,180,60,4
